document_id,company,ticker,cik,report_type,form,publication_date,reporting_period,source_url,local_artifact,sha256,difficulty_flags,difficulty_class,development_partition_status
ee02-hon-0000773840-24-000014,HONEYWELL INTERNATIONAL INC,HON,0000773840,annual_report,10-K,2024-02-16,2023-12-31,https://www.sec.gov/Archives/edgar/data/773840/000077384024000014/hon-20231231.htm,data/evidence_engine_v0_2/raw/hon/ee02-hon-0000773840-24-000014.html,d99c5ec78fa8e16ac0e6ff368a98b8f07ec69c9832b01929fdf0375837837e4c,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-hon-0000773840-24-000099,HONEYWELL INTERNATIONAL INC,HON,0000773840,interim_report,10-Q,2024-10-24,2024-09-30,https://www.sec.gov/Archives/edgar/data/773840/000077384024000099/hon-20240930.htm,data/evidence_engine_v0_2/raw/hon/ee02-hon-0000773840-24-000099.html,a602bd2dda2915f745e891512509aed951877aa0bc422f5d3d2051b457ab1f6f,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-hpq-0000047217-23-000100,HP INC,HPQ,0000047217,annual_report,10-K,2023-12-18,2023-10-31,https://www.sec.gov/Archives/edgar/data/47217/000004721723000100/hpq-20231031.htm,data/evidence_engine_v0_2/raw/hpq/ee02-hpq-0000047217-23-000100.html,8b1e18d8ac4bde016ab2d2161266ea7c3009552cfb0744d9cc3cd8f055446ef6,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-hpq-0000047217-24-000075,HP INC,HPQ,0000047217,regulatory_results_announcement,8-K,2024-11-26,2024-11-26,https://www.sec.gov/Archives/edgar/data/47217/000004721724000075/hpq-20241126.htm,data/evidence_engine_v0_2/raw/hpq/ee02-hpq-0000047217-24-000075.html,fe9a912c7f61137ebceb217c795926523ad79a3e1c349a00e7599af5df884c6b,,ordinary,external_us_development_no_outcomes
ee02-hpq-0000047217-24-000080,HP INC,HPQ,0000047217,annual_report,10-K,2024-12-13,2024-10-31,https://www.sec.gov/Archives/edgar/data/47217/000004721724000080/hpq-20241031.htm,data/evidence_engine_v0_2/raw/hpq/ee02-hpq-0000047217-24-000080.html,819f4c901a62274a67c7d62039dc58f67e777a621cb3fe9f40d10f2ceaa555f2,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-intc-0000050863-23-000006,INTEL CORP,INTC,0000050863,annual_report,10-K,2023-01-27,2022-12-31,https://www.sec.gov/Archives/edgar/data/50863/000005086323000006/intc-20221231.htm,data/evidence_engine_v0_2/raw/intc/ee02-intc-0000050863-23-000006.html,997ea49fc960f6763f4b530793f32f2bb5f2aff8f2a5d82af1f002a4adf58b4b,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-intc-0000050863-24-000010,INTEL CORP,INTC,0000050863,annual_report,10-K,2024-01-26,2023-12-30,https://www.sec.gov/Archives/edgar/data/50863/000005086324000010/intc-20231230.htm,data/evidence_engine_v0_2/raw/intc/ee02-intc-0000050863-24-000010.html,3cbfebb819e981fdfaf9f4988a342aa048c924edb5c8cec2738b4883e534ee4e,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-intc-0000050863-24-000149,INTEL CORP,INTC,0000050863,interim_report,10-Q,2024-11-01,2024-09-28,https://www.sec.gov/Archives/edgar/data/50863/000005086324000149/intc-20240928.htm,data/evidence_engine_v0_2/raw/intc/ee02-intc-0000050863-24-000149.html,943f5ec79f9cf394e94d1363d5510b27abf62455a02643e1f2bb280984f23d86,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-mmm-0000066740-23-000014,3M CO,MMM,0000066740,annual_report,10-K,2023-02-08,2022-12-31,https://www.sec.gov/Archives/edgar/data/66740/000006674023000014/mmm-20221231.htm,data/evidence_engine_v0_2/raw/mmm/ee02-mmm-0000066740-23-000014.html,12add1daa21033f327a758a138d2a28723de7a1b896c80d947e1c28e45160442,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-mmm-0000066740-24-000016,3M CO,MMM,0000066740,annual_report,10-K,2024-02-07,2023-12-31,https://www.sec.gov/Archives/edgar/data/66740/000006674024000016/mmm-20231231.htm,data/evidence_engine_v0_2/raw/mmm/ee02-mmm-0000066740-24-000016.html,52ec7cb1c85bc9a0495460b8c4f043f344f33dd8d9175788226fffe52849184a,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-mmm-0000066740-24-000098,3M CO,MMM,0000066740,regulatory_results_announcement,8-K,2024-10-22,2024-10-22,https://www.sec.gov/Archives/edgar/data/66740/000006674024000098/mmm-20241022.htm,data/evidence_engine_v0_2/raw/mmm/ee02-mmm-0000066740-24-000098.html,f7e502a6910c86278c7efd78f3ce406000708e0ad781f386e48d0e17fb201d44,segment_reorganisation,ordinary,external_us_development_no_outcomes
ee02-msft-0000950170-23-035122,MICROSOFT CORP,MSFT,0000789019,annual_report,10-K,2023-07-27,2023-06-30,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm,data/evidence_engine_v0_2/raw/msft/ee02-msft-0000950170-23-035122.html,6506060f3f928e31abcbcfe46792ff4e0ae5c60bd9ad40964933c37ac854a9ea,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-msft-0000950170-24-087843,MICROSOFT CORP,MSFT,0000789019,annual_report,10-K,2024-07-30,2024-06-30,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,data/evidence_engine_v0_2/raw/msft/ee02-msft-0000950170-24-087843.html,43829a12cc9cd7198474b3d735c4fc1aba1f871fb637d237aa5979d57e6b8c95,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-msft-0000950170-24-118967,MICROSOFT CORP,MSFT,0000789019,interim_report,10-Q,2024-10-30,2024-09-30,https://www.sec.gov/Archives/edgar/data/789019/000095017024118967/msft-20240930.htm,data/evidence_engine_v0_2/raw/msft/ee02-msft-0000950170-24-118967.html,3f21eb5d26db3849ebb6d44d7277894fc3991fef1e0ebee34d282631967b7568,dense_tables|adjusted_and_statutory|multiple_currencies|acquisition_or_disposal|segment_reorganisation|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-nue-0001564590-23-002793,NUCOR CORP,NUE,0000073309,annual_report,10-K,2023-03-01,2022-12-31,https://www.sec.gov/Archives/edgar/data/73309/000156459023002793/nue-10k_20221231.htm,data/evidence_engine_v0_2/raw/nue/ee02-nue-0001564590-23-002793.html,b4659c1d8b0fb8387814ebdd24f95af55cfca8745599bb3a8e9445384970da8e,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-nue-0000950170-24-021195,NUCOR CORP,NUE,0000073309,annual_report,10-K,2024-02-27,2023-12-31,https://www.sec.gov/Archives/edgar/data/73309/000095017024021195/nue-20231231.htm,data/evidence_engine_v0_2/raw/nue/ee02-nue-0000950170-24-021195.html,c9d4f67333981143dc906eff554a7b5a30832762339b1ef1ac1c11ba4e245b28,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-nue-0001193125-24-240514,NUCOR CORP,NUE,0000073309,regulatory_results_announcement,8-K,2024-10-21,2024-10-21,https://www.sec.gov/Archives/edgar/data/73309/000119312524240514/d889437d8k.htm,data/evidence_engine_v0_2/raw/nue/ee02-nue-0001193125-24-240514.html,314f7077d6b336aac299ec3950b0f89e55d4270832afaaa91e8ea3cb28fcdbae,negative_bracketed_values,ordinary,external_us_development_no_outcomes
ee02-nvda-0001045810-23-000017,NVIDIA CORP,NVDA,0001045810,annual_report,10-K,2023-02-24,2023-01-29,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm,data/evidence_engine_v0_2/raw/nvda/ee02-nvda-0001045810-23-000017.html,a4c77324eba4a3d88d46428ee097531930b75e46e983816352c76eff927621b7,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-nvda-0001045810-24-000029,NVIDIA CORP,NVDA,0001045810,annual_report,10-K,2024-02-21,2024-01-28,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm,data/evidence_engine_v0_2/raw/nvda/ee02-nvda-0001045810-24-000029.html,3ee6c75beb947d9e815464e5c0b6392db4f8ca20aa2f99666bc17c92b82d7759,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-nvda-0001045810-24-000315,NVIDIA CORP,NVDA,0001045810,regulatory_results_announcement,8-K,2024-11-20,2024-11-20,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000315/nvda-20241120.htm,data/evidence_engine_v0_2/raw/nvda/ee02-nvda-0001045810-24-000315.html,4a221f53abe5fa4725dc6a3cb6c9b60b8b13b3940b0319a6fc2c547d6549f442,,ordinary,external_us_development_no_outcomes
ee02-ph-0000076334-23-000042,Parker-Hannifin Corp,PH,0000076334,annual_report,10-K,2023-08-24,2023-06-30,https://www.sec.gov/Archives/edgar/data/76334/000007633423000042/ph-20230630.htm,data/evidence_engine_v0_2/raw/ph/ee02-ph-0000076334-23-000042.html,708d2554b589efee03c8d0162efb721ac44db5570d9c274f539f9025e2fb7276,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-ph-0000076334-24-000044,Parker-Hannifin Corp,PH,0000076334,annual_report,10-K,2024-08-22,2024-06-30,https://www.sec.gov/Archives/edgar/data/76334/000007633424000044/ph-20240630.htm,data/evidence_engine_v0_2/raw/ph/ee02-ph-0000076334-24-000044.html,f51b38983cc8b65b4ed60e95ef1ba8e08aa73ca67e3b0c73d5a351819625cd3c,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-ph-0000076334-24-000062,Parker-Hannifin Corp,PH,0000076334,regulatory_results_announcement,8-K,2024-10-31,2024-10-31,https://www.sec.gov/Archives/edgar/data/76334/000007633424000062/ph-20241031.htm,data/evidence_engine_v0_2/raw/ph/ee02-ph-0000076334-24-000062.html,0e3f5027d7eaf4d791b10996d340544a16ac6ca195b2a7c981e96e6a43a0d382,,ordinary,external_us_development_no_outcomes
ee02-ups-0001090727-23-000006,UNITED PARCEL SERVICE INC,UPS,0001090727,annual_report,10-K,2023-02-21,2022-12-31,https://www.sec.gov/Archives/edgar/data/1090727/000109072723000006/ups-20221231.htm,data/evidence_engine_v0_2/raw/ups/ee02-ups-0001090727-23-000006.html,00bd95fa6eb8130653ffb4d9be421abaa8e757dcfa2e7dc15bfe0c3cdb49b0ad,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-ups-0001090727-24-000008,UNITED PARCEL SERVICE INC,UPS,0001090727,annual_report,10-K,2024-02-20,2023-12-31,https://www.sec.gov/Archives/edgar/data/1090727/000109072724000008/ups-20231231.htm,data/evidence_engine_v0_2/raw/ups/ee02-ups-0001090727-24-000008.html,7342b4e712214ebeee0185a404abbf13541ce6ac90c6f4abd5ba073c610a58ee,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-ups-0001090727-24-000064,UNITED PARCEL SERVICE INC,UPS,0001090727,interim_report,10-Q,2024-11-06,2024-09-30,https://www.sec.gov/Archives/edgar/data/1090727/000109072724000064/ups-20240930.htm,data/evidence_engine_v0_2/raw/ups/ee02-ups-0001090727-24-000064.html,415c08d14e000e3f3e43dd2e45317517101164917dc2fb668ff06aed6f220ef4,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
